# WFCD warframe-drop-data relics.json — relic reward table.
# reward_name resolves to a catalog slug at runtime (normalize_name); Forma/Kuva/etc. stay unpriced.
# tier	relic_name	refinement	reward_name	chance
Neo	A10	Radiant	Forma Blueprint	16.67
Neo	A10	Radiant	Inaros Prime Chassis Blueprint	20
Neo	A10	Radiant	Panthera Prime Receiver	20
Neo	A11	Exceptional	Akarius Prime Blueprint	4
Neo	A11	Exceptional	Braton Prime Receiver	13
Neo	A11	Exceptional	Burston Prime Barrel	13
Neo	A11	Exceptional	Forma Blueprint	23.33
Neo	A11	Exceptional	Lex Prime Blueprint	23.33
Neo	A11	Exceptional	Revenant Prime Chassis Blueprint	23.33
Neo	A11	Flawless	Akarius Prime Blueprint	6
Neo	A11	Flawless	Braton Prime Receiver	17
Neo	A11	Flawless	Burston Prime Barrel	17
Neo	A11	Flawless	Forma Blueprint	20
Neo	A11	Flawless	Lex Prime Blueprint	20
Neo	A11	Flawless	Revenant Prime Chassis Blueprint	20
Neo	A11	Intact	Akarius Prime Blueprint	2
Neo	A11	Intact	Braton Prime Receiver	11
Neo	A11	Intact	Burston Prime Barrel	11
Neo	A11	Intact	Forma Blueprint	25.33
Neo	A11	Intact	Lex Prime Blueprint	25.33
Neo	A11	Intact	Revenant Prime Chassis Blueprint	25.33
Neo	A11	Radiant	Akarius Prime Blueprint	10
Neo	A11	Radiant	Braton Prime Receiver	20
Neo	A11	Radiant	Burston Prime Barrel	20
Neo	A11	Radiant	Forma Blueprint	16.67
Neo	A11	Radiant	Lex Prime Blueprint	16.67
Neo	A11	Radiant	Revenant Prime Chassis Blueprint	16.67
Neo	A12	Exceptional	Acceltra Prime Barrel	4
Neo	A12	Exceptional	Akarius Prime Barrel	23.33
Neo	A12	Exceptional	Larkspur Prime Stock	13
Neo	A12	Exceptional	Orthos Prime Handle	23.33
Neo	A12	Exceptional	Paris Prime String	23.33
Neo	A12	Exceptional	Revenant Prime Neuroptics Blueprint	13
Neo	A12	Flawless	Acceltra Prime Barrel	6
Neo	A12	Flawless	Akarius Prime Barrel	20
Neo	A12	Flawless	Larkspur Prime Stock	17
Neo	A12	Flawless	Orthos Prime Handle	20
Neo	A12	Flawless	Paris Prime String	20
Neo	A12	Flawless	Revenant Prime Neuroptics Blueprint	17
Neo	A12	Intact	Acceltra Prime Barrel	2
Neo	A12	Intact	Akarius Prime Barrel	25.33
Neo	A12	Intact	Larkspur Prime Stock	11
Neo	A12	Intact	Orthos Prime Handle	25.33
Neo	A12	Intact	Paris Prime String	25.33
Neo	A12	Intact	Revenant Prime Neuroptics Blueprint	11
Neo	A12	Radiant	Acceltra Prime Barrel	10
Neo	A12	Radiant	Akarius Prime Barrel	16.67
Neo	A12	Radiant	Larkspur Prime Stock	20
Neo	A12	Radiant	Orthos Prime Handle	16.67
Neo	A12	Radiant	Paris Prime String	16.67
Neo	A12	Radiant	Revenant Prime Neuroptics Blueprint	20
Neo	A13	Exceptional	Acceltra Prime Barrel	4
Neo	A13	Exceptional	Akarius Prime Barrel	23.33
Neo	A13	Exceptional	Forma Blueprint	23.33
Neo	A13	Exceptional	Lex Prime Barrel	23.33
Neo	A13	Exceptional	Sevagoth Prime Blueprint	13
Neo	A13	Exceptional	Wisp Prime Neuroptics Blueprint	13
Neo	A13	Flawless	Acceltra Prime Barrel	6
Neo	A13	Flawless	Akarius Prime Barrel	20
Neo	A13	Flawless	Forma Blueprint	20
Neo	A13	Flawless	Lex Prime Barrel	20
Neo	A13	Flawless	Sevagoth Prime Blueprint	17
Neo	A13	Flawless	Wisp Prime Neuroptics Blueprint	17
Neo	A13	Intact	Acceltra Prime Barrel	2
Neo	A13	Intact	Akarius Prime Barrel	25.33
Neo	A13	Intact	Forma Blueprint	25.33
Neo	A13	Intact	Lex Prime Barrel	25.33
Neo	A13	Intact	Sevagoth Prime Blueprint	11
Neo	A13	Intact	Wisp Prime Neuroptics Blueprint	11
Neo	A13	Radiant	Acceltra Prime Barrel	10
Neo	A13	Radiant	Akarius Prime Barrel	16.67
Neo	A13	Radiant	Forma Blueprint	16.67
Neo	A13	Radiant	Lex Prime Barrel	16.67
Neo	A13	Radiant	Sevagoth Prime Blueprint	20
Neo	A13	Radiant	Wisp Prime Neuroptics Blueprint	20
Neo	A14	Exceptional	2X Forma Blueprint	13
Neo	A14	Exceptional	Acceltra Prime Barrel	4
Neo	A14	Exceptional	Bronco Prime Blueprint	23.33
Neo	A14	Exceptional	Cedo Prime Stock	23.33
Neo	A14	Exceptional	Gauss Prime Chassis Blueprint	23.33
Neo	A14	Exceptional	Yareli Prime Blueprint	13
Neo	A14	Flawless	2X Forma Blueprint	17
Neo	A14	Flawless	Acceltra Prime Barrel	6
Neo	A14	Flawless	Bronco Prime Blueprint	20
Neo	A14	Flawless	Cedo Prime Stock	20
Neo	A14	Flawless	Gauss Prime Chassis Blueprint	20
Neo	A14	Flawless	Yareli Prime Blueprint	17
Neo	A14	Intact	2X Forma Blueprint	11
Neo	A14	Intact	Acceltra Prime Barrel	2
Neo	A14	Intact	Bronco Prime Blueprint	25.33
Neo	A14	Intact	Cedo Prime Stock	25.33
Neo	A14	Intact	Gauss Prime Chassis Blueprint	25.33
Neo	A14	Intact	Yareli Prime Blueprint	11
Neo	A14	Radiant	2X Forma Blueprint	20
Neo	A14	Radiant	Acceltra Prime Barrel	10
Neo	A14	Radiant	Bronco Prime Blueprint	16.67
Neo	A14	Radiant	Cedo Prime Stock	16.67
Neo	A14	Radiant	Gauss Prime Chassis Blueprint	16.67
Neo	A14	Radiant	Yareli Prime Blueprint	20
Neo	A15	Exceptional	Acceltra Prime Barrel	4
Neo	A15	Exceptional	Daikyu Prime String	23.33
Neo	A15	Exceptional	Forma Blueprint	23.33
Neo	A15	Exceptional	Gauss Prime Blueprint	23.33
Neo	A15	Exceptional	Quassus Prime Blueprint	13
Neo	A15	Exceptional	Vadarya Prime Barrel	13
Neo	A15	Flawless	Acceltra Prime Barrel	6
Neo	A15	Flawless	Daikyu Prime String	20
Neo	A15	Flawless	Forma Blueprint	20
Neo	A15	Flawless	Gauss Prime Blueprint	20
Neo	A15	Flawless	Quassus Prime Blueprint	17
Neo	A15	Flawless	Vadarya Prime Barrel	17
Neo	A15	Intact	Acceltra Prime Barrel	2
Neo	A15	Intact	Daikyu Prime String	25.33
Neo	A15	Intact	Forma Blueprint	25.33
Neo	A15	Intact	Gauss Prime Blueprint	25.33
Neo	A15	Intact	Quassus Prime Blueprint	11
Neo	A15	Intact	Vadarya Prime Barrel	11
Neo	A15	Radiant	Acceltra Prime Barrel	10
Neo	A15	Radiant	Daikyu Prime String	16.67
Neo	A15	Radiant	Forma Blueprint	16.67
Neo	A15	Radiant	Gauss Prime Blueprint	16.67
Neo	A15	Radiant	Quassus Prime Blueprint	20
Neo	A15	Radiant	Vadarya Prime Barrel	20
Neo	A2	Exceptional	2X Forma Blueprint	13
Neo	A2	Exceptional	Akbolto Prime Receiver	4
Neo	A2	Exceptional	Kronen Prime Blueprint	23.33
Neo	A2	Exceptional	Limbo Prime Systems Blueprint	23.33
Neo	A2	Exceptional	Pyrana Prime Barrel	23.33
Neo	A2	Exceptional	Zephyr Prime Chassis Blueprint	13
Neo	A2	Flawless	2X Forma Blueprint	17
Neo	A2	Flawless	Akbolto Prime Receiver	6
Neo	A2	Flawless	Kronen Prime Blueprint	20
Neo	A2	Flawless	Limbo Prime Systems Blueprint	20
Neo	A2	Flawless	Pyrana Prime Barrel	20
Neo	A2	Flawless	Zephyr Prime Chassis Blueprint	17
Neo	A2	Intact	2X Forma Blueprint	11
Neo	A2	Intact	Akbolto Prime Receiver	2
Neo	A2	Intact	Kronen Prime Blueprint	25.33
Neo	A2	Intact	Limbo Prime Systems Blueprint	25.33
Neo	A2	Intact	Pyrana Prime Barrel	25.33
Neo	A2	Intact	Zephyr Prime Chassis Blueprint	11
Neo	A2	Radiant	2X Forma Blueprint	20
Neo	A2	Radiant	Akbolto Prime Receiver	10
Neo	A2	Radiant	Kronen Prime Blueprint	16.67
Neo	A2	Radiant	Limbo Prime Systems Blueprint	16.67
Neo	A2	Radiant	Pyrana Prime Barrel	16.67
Neo	A2	Radiant	Zephyr Prime Chassis Blueprint	20
Neo	A3	Exceptional	Akjagara Prime Barrel	4
Neo	A3	Exceptional	Atlas Prime Systems Blueprint	13
Neo	A3	Exceptional	Equinox Prime Neuroptics Blueprint	13
Neo	A3	Exceptional	Lex Prime Barrel	23.33
Neo	A3	Exceptional	Mesa Prime Chassis Blueprint	23.33
Neo	A3	Exceptional	Zhuge Prime Grip	23.33
Neo	A3	Flawless	Akjagara Prime Barrel	6
Neo	A3	Flawless	Atlas Prime Systems Blueprint	17
Neo	A3	Flawless	Equinox Prime Neuroptics Blueprint	17
Neo	A3	Flawless	Lex Prime Barrel	20
Neo	A3	Flawless	Mesa Prime Chassis Blueprint	20
Neo	A3	Flawless	Zhuge Prime Grip	20
Neo	A3	Intact	Akjagara Prime Barrel	2
Neo	A3	Intact	Atlas Prime Systems Blueprint	11
Neo	A3	Intact	Equinox Prime Neuroptics Blueprint	11
Neo	A3	Intact	Lex Prime Barrel	25.33
Neo	A3	Intact	Mesa Prime Chassis Blueprint	25.33
Neo	A3	Intact	Zhuge Prime Grip	25.33
Neo	A3	Radiant	Akjagara Prime Barrel	10
Neo	A3	Radiant	Atlas Prime Systems Blueprint	20
Neo	A3	Radiant	Equinox Prime Neuroptics Blueprint	20
Neo	A3	Radiant	Lex Prime Barrel	16.67
Neo	A3	Radiant	Mesa Prime Chassis Blueprint	16.67
Neo	A3	Radiant	Zhuge Prime Grip	16.67
Neo	A4	Exceptional	Akstiletto Prime Blueprint	4
Neo	A4	Exceptional	Ash Prime Neuroptics Blueprint	13
Neo	A4	Exceptional	Carrier Prime Carapace	23.33
Neo	A4	Exceptional	Forma Blueprint	23.33
Neo	A4	Exceptional	Vauban Prime Chassis Blueprint	23.33
Neo	A4	Exceptional	Vectis Prime Blueprint	13
Neo	A4	Flawless	Akstiletto Prime Blueprint	6
Neo	A4	Flawless	Ash Prime Neuroptics Blueprint	17
Neo	A4	Flawless	Carrier Prime Carapace	20
Neo	A4	Flawless	Forma Blueprint	20
Neo	A4	Flawless	Vauban Prime Chassis Blueprint	20
Neo	A4	Flawless	Vectis Prime Blueprint	17
Neo	A4	Intact	Akstiletto Prime Blueprint	2
Neo	A4	Intact	Ash Prime Neuroptics Blueprint	11
Neo	A4	Intact	Carrier Prime Carapace	25.33
Neo	A4	Intact	Forma Blueprint	25.33
Neo	A4	Intact	Vauban Prime Chassis Blueprint	25.33
Neo	A4	Intact	Vectis Prime Blueprint	11
Neo	A4	Radiant	Akstiletto Prime Blueprint	10
Neo	A4	Radiant	Ash Prime Neuroptics Blueprint	20
Neo	A4	Radiant	Carrier Prime Carapace	16.67
Neo	A4	Radiant	Forma Blueprint	16.67
Neo	A4	Radiant	Vauban Prime Chassis Blueprint	16.67
Neo	A4	Radiant	Vectis Prime Blueprint	20
Neo	A5	Exceptional	Atlas Prime Neuroptics Blueprint	4
Neo	A5	Exceptional	Forma Blueprint	23.33
Neo	A5	Exceptional	Gara Prime Systems Blueprint	23.33
Neo	A5	Exceptional	Karyst Prime Handle	13
Neo	A5	Exceptional	Octavia Prime Chassis Blueprint	13
Neo	A5	Exceptional	Paris Prime String	23.33
Neo	A5	Flawless	Atlas Prime Neuroptics Blueprint	6
Neo	A5	Flawless	Forma Blueprint	20
Neo	A5	Flawless	Gara Prime Systems Blueprint	20
Neo	A5	Flawless	Karyst Prime Handle	17
Neo	A5	Flawless	Octavia Prime Chassis Blueprint	17
Neo	A5	Flawless	Paris Prime String	20
Neo	A5	Intact	Atlas Prime Neuroptics Blueprint	2
Neo	A5	Intact	Forma Blueprint	25.33
Neo	A5	Intact	Gara Prime Systems Blueprint	25.33
Neo	A5	Intact	Karyst Prime Handle	11
Neo	A5	Intact	Octavia Prime Chassis Blueprint	11
Neo	A5	Intact	Paris Prime String	25.33
Neo	A5	Radiant	Atlas Prime Neuroptics Blueprint	10
Neo	A5	Radiant	Forma Blueprint	16.67
Neo	A5	Radiant	Gara Prime Systems Blueprint	16.67
Neo	A5	Radiant	Karyst Prime Handle	20
Neo	A5	Radiant	Octavia Prime Chassis Blueprint	20
Neo	A5	Radiant	Paris Prime String	16.67
Neo	A6	Exceptional	Akjagara Prime Barrel	4
Neo	A6	Exceptional	Ballistica Prime String	13
Neo	A6	Exceptional	Burston Prime Blueprint	23.33
Neo	A6	Exceptional	Forma Blueprint	23.33
Neo	A6	Exceptional	Hydroid Prime Blueprint	13
Neo	A6	Exceptional	Nami Skyla Prime Blueprint	23.33
Neo	A6	Flawless	Akjagara Prime Barrel	6
Neo	A6	Flawless	Ballistica Prime String	17
Neo	A6	Flawless	Burston Prime Blueprint	20
Neo	A6	Flawless	Forma Blueprint	20
Neo	A6	Flawless	Hydroid Prime Blueprint	17
Neo	A6	Flawless	Nami Skyla Prime Blueprint	20
Neo	A6	Intact	Akjagara Prime Barrel	2
Neo	A6	Intact	Ballistica Prime String	11
Neo	A6	Intact	Burston Prime Blueprint	25.33
Neo	A6	Intact	Forma Blueprint	25.33
Neo	A6	Intact	Hydroid Prime Blueprint	11
Neo	A6	Intact	Nami Skyla Prime Blueprint	25.33
Neo	A6	Radiant	Akjagara Prime Barrel	10
Neo	A6	Radiant	Ballistica Prime String	20
Neo	A6	Radiant	Burston Prime Blueprint	16.67
Neo	A6	Radiant	Forma Blueprint	16.67
Neo	A6	Radiant	Hydroid Prime Blueprint	20
Neo	A6	Radiant	Nami Skyla Prime Blueprint	16.67
Neo	A7	Exceptional	Akstiletto Prime Blueprint	4
Neo	A7	Exceptional	Atlas Prime Chassis Blueprint	13
Neo	A7	Exceptional	Braton Prime Barrel	23.33
Neo	A7	Exceptional	Dethcube Prime Cerebrum	13
Neo	A7	Exceptional	Forma Blueprint	23.33
Neo	A7	Exceptional	Lex Prime Receiver	23.33
Neo	A7	Flawless	Akstiletto Prime Blueprint	6
Neo	A7	Flawless	Atlas Prime Chassis Blueprint	17
Neo	A7	Flawless	Braton Prime Barrel	20
Neo	A7	Flawless	Dethcube Prime Cerebrum	17
Neo	A7	Flawless	Forma Blueprint	20
Neo	A7	Flawless	Lex Prime Receiver	20
Neo	A7	Intact	Akstiletto Prime Blueprint	2
Neo	A7	Intact	Atlas Prime Chassis Blueprint	11
Neo	A7	Intact	Braton Prime Barrel	25.33
Neo	A7	Intact	Dethcube Prime Cerebrum	11
Neo	A7	Intact	Forma Blueprint	25.33
Neo	A7	Intact	Lex Prime Receiver	25.33
Neo	A7	Radiant	Akstiletto Prime Blueprint	10
Neo	A7	Radiant	Atlas Prime Chassis Blueprint	20
Neo	A7	Radiant	Braton Prime Barrel	16.67
Neo	A7	Radiant	Dethcube Prime Cerebrum	20
Neo	A7	Radiant	Forma Blueprint	16.67
Neo	A7	Radiant	Lex Prime Receiver	16.67
Neo	A8	Exceptional	Astilla Prime Barrel	4
Neo	A8	Exceptional	Baruuk Prime Chassis Blueprint	13
Neo	A8	Exceptional	Garuda Prime Blueprint	23.33
Neo	A8	Exceptional	Lex Prime Receiver	23.33
Neo	A8	Exceptional	Nidus Prime Systems Blueprint	23.33
Neo	A8	Exceptional	Strun Prime Stock	13
Neo	A8	Flawless	Astilla Prime Barrel	6
Neo	A8	Flawless	Baruuk Prime Chassis Blueprint	17
Neo	A8	Flawless	Garuda Prime Blueprint	20
Neo	A8	Flawless	Lex Prime Receiver	20
Neo	A8	Flawless	Nidus Prime Systems Blueprint	20
Neo	A8	Flawless	Strun Prime Stock	17
Neo	A8	Intact	Astilla Prime Barrel	2
Neo	A8	Intact	Baruuk Prime Chassis Blueprint	11
Neo	A8	Intact	Garuda Prime Blueprint	25.33
Neo	A8	Intact	Lex Prime Receiver	25.33
Neo	A8	Intact	Nidus Prime Systems Blueprint	25.33
Neo	A8	Intact	Strun Prime Stock	11
Neo	A8	Radiant	Astilla Prime Barrel	10
Neo	A8	Radiant	Baruuk Prime Chassis Blueprint	20
Neo	A8	Radiant	Garuda Prime Blueprint	16.67
Neo	A8	Radiant	Lex Prime Receiver	16.67
Neo	A8	Radiant	Nidus Prime Systems Blueprint	16.67
Neo	A8	Radiant	Strun Prime Stock	20
Neo	A9	Exceptional	Akjagara Prime Barrel	4
Neo	A9	Exceptional	Fang Prime Blueprint	23.33
Neo	A9	Exceptional	Forma Blueprint	23.33
Neo	A9	Exceptional	Lex Prime Blueprint	13
Neo	A9	Exceptional	Limbo Prime Blueprint	13
Neo	A9	Exceptional	Pyrana Prime Barrel	23.33
Neo	A9	Flawless	Akjagara Prime Barrel	6
Neo	A9	Flawless	Fang Prime Blueprint	20
Neo	A9	Flawless	Forma Blueprint	20
Neo	A9	Flawless	Lex Prime Blueprint	17
Neo	A9	Flawless	Limbo Prime Blueprint	17
Neo	A9	Flawless	Pyrana Prime Barrel	20
Neo	A9	Intact	Akjagara Prime Barrel	2
Neo	A9	Intact	Fang Prime Blueprint	25.33
Neo	A9	Intact	Forma Blueprint	25.33
Neo	A9	Intact	Lex Prime Blueprint	11
Neo	A9	Intact	Limbo Prime Blueprint	11
Neo	A9	Intact	Pyrana Prime Barrel	25.33
Neo	A9	Radiant	Akjagara Prime Barrel	10
Neo	A9	Radiant	Fang Prime Blueprint	16.67
Neo	A9	Radiant	Forma Blueprint	16.67
Neo	A9	Radiant	Lex Prime Blueprint	20
Neo	A9	Radiant	Limbo Prime Blueprint	20
Neo	A9	Radiant	Pyrana Prime Barrel	16.67
Neo	B1	Exceptional	Banshee Prime Chassis Blueprint	4
Neo	B1	Exceptional	Bronco Prime Receiver	23.33
Neo	B1	Exceptional	Burston Prime Barrel	13
Neo	B1	Exceptional	Paris Prime String	23.33
Neo	B1	Exceptional	Trinity Prime Systems Blueprint	23.33
Neo	B1	Exceptional	Vectis Prime Stock	13
Neo	B1	Flawless	Banshee Prime Chassis Blueprint	6
Neo	B1	Flawless	Bronco Prime Receiver	20
Neo	B1	Flawless	Burston Prime Barrel	17
Neo	B1	Flawless	Paris Prime String	20
Neo	B1	Flawless	Trinity Prime Systems Blueprint	20
Neo	B1	Flawless	Vectis Prime Stock	17
Neo	B1	Intact	Banshee Prime Chassis Blueprint	2
Neo	B1	Intact	Bronco Prime Receiver	25.33
Neo	B1	Intact	Burston Prime Barrel	11
Neo	B1	Intact	Paris Prime String	25.33
Neo	B1	Intact	Trinity Prime Systems Blueprint	25.33
Neo	B1	Intact	Vectis Prime Stock	11
Neo	B1	Radiant	Banshee Prime Chassis Blueprint	10
Neo	B1	Radiant	Bronco Prime Receiver	16.67
Neo	B1	Radiant	Burston Prime Barrel	20
Neo	B1	Radiant	Paris Prime String	16.67
Neo	B1	Radiant	Trinity Prime Systems Blueprint	16.67
Neo	B1	Radiant	Vectis Prime Stock	20
Neo	B2	Exceptional	2X Forma Blueprint	13
Neo	B2	Exceptional	Banshee Prime Chassis Blueprint	4
Neo	B2	Exceptional	Braton Prime Stock	23.33
Neo	B2	Exceptional	Fang Prime Blueprint	23.33
Neo	B2	Exceptional	Tigris Prime Stock	23.33
Neo	B2	Exceptional	Venka Prime Blueprint	13
Neo	B2	Flawless	2X Forma Blueprint	17
Neo	B2	Flawless	Banshee Prime Chassis Blueprint	6
Neo	B2	Flawless	Braton Prime Stock	20
Neo	B2	Flawless	Fang Prime Blueprint	20
Neo	B2	Flawless	Tigris Prime Stock	20
Neo	B2	Flawless	Venka Prime Blueprint	17
Neo	B2	Intact	2X Forma Blueprint	11
Neo	B2	Intact	Banshee Prime Chassis Blueprint	2
Neo	B2	Intact	Braton Prime Stock	25.33
Neo	B2	Intact	Fang Prime Blueprint	25.33
Neo	B2	Intact	Tigris Prime Stock	25.33
Neo	B2	Intact	Venka Prime Blueprint	11
Neo	B2	Radiant	2X Forma Blueprint	20
Neo	B2	Radiant	Banshee Prime Chassis Blueprint	10
Neo	B2	Radiant	Braton Prime Stock	16.67
Neo	B2	Radiant	Fang Prime Blueprint	16.67
Neo	B2	Radiant	Tigris Prime Stock	16.67
Neo	B2	Radiant	Venka Prime Blueprint	20
Neo	B3	Exceptional	Boar Prime Blueprint	23.33
Neo	B3	Exceptional	Boltor Prime Blueprint	4
Neo	B3	Exceptional	Dakra Prime Blade	13
Neo	B3	Exceptional	Forma Blueprint	23.33
Neo	B3	Exceptional	Mag Prime Chassis Blueprint	13
Neo	B3	Exceptional	Rhino Prime Systems Blueprint	23.33
Neo	B3	Flawless	Boar Prime Blueprint	20
Neo	B3	Flawless	Boltor Prime Blueprint	6
Neo	B3	Flawless	Dakra Prime Blade	17
Neo	B3	Flawless	Forma Blueprint	20
Neo	B3	Flawless	Mag Prime Chassis Blueprint	17
Neo	B3	Flawless	Rhino Prime Systems Blueprint	20
Neo	B3	Intact	Boar Prime Blueprint	25.33
Neo	B3	Intact	Boltor Prime Blueprint	2
Neo	B3	Intact	Dakra Prime Blade	11
Neo	B3	Intact	Forma Blueprint	25.33
Neo	B3	Intact	Mag Prime Chassis Blueprint	11
Neo	B3	Intact	Rhino Prime Systems Blueprint	25.33
Neo	B3	Radiant	Boar Prime Blueprint	16.67
Neo	B3	Radiant	Boltor Prime Blueprint	10
Neo	B3	Radiant	Dakra Prime Blade	20
Neo	B3	Radiant	Forma Blueprint	16.67
Neo	B3	Radiant	Mag Prime Chassis Blueprint	20
Neo	B3	Radiant	Rhino Prime Systems Blueprint	16.67
Neo	B4	Exceptional	Banshee Prime Systems Blueprint	4
Neo	B4	Exceptional	Burston Prime Stock	23.33
Neo	B4	Exceptional	Forma Blueprint	23.33
Neo	B4	Exceptional	Hydroid Prime Chassis Blueprint	23.33
Neo	B4	Exceptional	Kronen Prime Handle	13
Neo	B4	Exceptional	Tigris Prime Barrel	13
Neo	B4	Flawless	Banshee Prime Systems Blueprint	6
Neo	B4	Flawless	Burston Prime Stock	20
Neo	B4	Flawless	Forma Blueprint	20
Neo	B4	Flawless	Hydroid Prime Chassis Blueprint	20
Neo	B4	Flawless	Kronen Prime Handle	17
Neo	B4	Flawless	Tigris Prime Barrel	17
Neo	B4	Intact	Banshee Prime Systems Blueprint	2
Neo	B4	Intact	Burston Prime Stock	25.33
Neo	B4	Intact	Forma Blueprint	25.33
Neo	B4	Intact	Hydroid Prime Chassis Blueprint	25.33
Neo	B4	Intact	Kronen Prime Handle	11
Neo	B4	Intact	Tigris Prime Barrel	11
Neo	B4	Radiant	Banshee Prime Systems Blueprint	10
Neo	B4	Radiant	Burston Prime Stock	16.67
Neo	B4	Radiant	Forma Blueprint	16.67
Neo	B4	Radiant	Hydroid Prime Chassis Blueprint	16.67
Neo	B4	Radiant	Kronen Prime Handle	20
Neo	B4	Radiant	Tigris Prime Barrel	20
Neo	B5	Exceptional	Ballistica Prime Lower Limb	23.33
Neo	B5	Exceptional	Banshee Prime Systems Blueprint	4
Neo	B5	Exceptional	Braton Prime Barrel	23.33
Neo	B5	Exceptional	Destreza Prime Blueprint	13
Neo	B5	Exceptional	Forma Blueprint	23.33
Neo	B5	Exceptional	Oberon Prime Blueprint	13
Neo	B5	Flawless	Ballistica Prime Lower Limb	20
Neo	B5	Flawless	Banshee Prime Systems Blueprint	6
Neo	B5	Flawless	Braton Prime Barrel	20
Neo	B5	Flawless	Destreza Prime Blueprint	17
Neo	B5	Flawless	Forma Blueprint	20
Neo	B5	Flawless	Oberon Prime Blueprint	17
Neo	B5	Intact	Ballistica Prime Lower Limb	25.33
Neo	B5	Intact	Banshee Prime Systems Blueprint	2
Neo	B5	Intact	Braton Prime Barrel	25.33
Neo	B5	Intact	Destreza Prime Blueprint	11
Neo	B5	Intact	Forma Blueprint	25.33
Neo	B5	Intact	Oberon Prime Blueprint	11
Neo	B5	Radiant	Ballistica Prime Lower Limb	16.67
Neo	B5	Radiant	Banshee Prime Systems Blueprint	10
Neo	B5	Radiant	Braton Prime Barrel	16.67
Neo	B5	Radiant	Destreza Prime Blueprint	20
Neo	B5	Radiant	Forma Blueprint	16.67
Neo	B5	Radiant	Oberon Prime Blueprint	20
Neo	B6	Exceptional	Akbolto Prime Link	13
Neo	B6	Exceptional	Banshee Prime Chassis Blueprint	4
Neo	B6	Exceptional	Euphona Prime Blueprint	23.33
Neo	B6	Exceptional	Forma Blueprint	23.33
Neo	B6	Exceptional	Kogake Prime Blueprint	13
Neo	B6	Exceptional	Mirage Prime Neuroptics Blueprint	23.33
Neo	B6	Flawless	Akbolto Prime Link	17
Neo	B6	Flawless	Banshee Prime Chassis Blueprint	6
Neo	B6	Flawless	Euphona Prime Blueprint	20
Neo	B6	Flawless	Forma Blueprint	20
Neo	B6	Flawless	Kogake Prime Blueprint	17
Neo	B6	Flawless	Mirage Prime Neuroptics Blueprint	20
Neo	B6	Intact	Akbolto Prime Link	11
Neo	B6	Intact	Banshee Prime Chassis Blueprint	2
Neo	B6	Intact	Euphona Prime Blueprint	25.33
Neo	B6	Intact	Forma Blueprint	25.33
Neo	B6	Intact	Kogake Prime Blueprint	11
Neo	B6	Intact	Mirage Prime Neuroptics Blueprint	25.33
Neo	B6	Radiant	Akbolto Prime Link	20
Neo	B6	Radiant	Banshee Prime Chassis Blueprint	10
Neo	B6	Radiant	Euphona Prime Blueprint	16.67
Neo	B6	Radiant	Forma Blueprint	16.67
Neo	B6	Radiant	Kogake Prime Blueprint	20
Neo	B6	Radiant	Mirage Prime Neuroptics Blueprint	16.67
Neo	B7	Exceptional	Aksomati Prime Receiver	23.33
Neo	B7	Exceptional	Baza Prime Stock	4
Neo	B7	Exceptional	Braton Prime Blueprint	23.33
Neo	B7	Exceptional	Dethcube Prime Carapace	13
Neo	B7	Exceptional	Tekko Prime Blueprint	13
Neo	B7	Exceptional	Tenora Prime Blueprint	23.33
Neo	B7	Flawless	Aksomati Prime Receiver	20
Neo	B7	Flawless	Baza Prime Stock	6
Neo	B7	Flawless	Braton Prime Blueprint	20
Neo	B7	Flawless	Dethcube Prime Carapace	17
Neo	B7	Flawless	Tekko Prime Blueprint	17
Neo	B7	Flawless	Tenora Prime Blueprint	20
Neo	B7	Intact	Aksomati Prime Receiver	25.33
Neo	B7	Intact	Baza Prime Stock	2
Neo	B7	Intact	Braton Prime Blueprint	25.33
Neo	B7	Intact	Dethcube Prime Carapace	11
Neo	B7	Intact	Tekko Prime Blueprint	11
Neo	B7	Intact	Tenora Prime Blueprint	25.33
Neo	B7	Radiant	Aksomati Prime Receiver	16.67
Neo	B7	Radiant	Baza Prime Stock	10
Neo	B7	Radiant	Braton Prime Blueprint	16.67
Neo	B7	Radiant	Dethcube Prime Carapace	20
Neo	B7	Radiant	Tekko Prime Blueprint	20
Neo	B7	Radiant	Tenora Prime Blueprint	16.67
Neo	B8	Exceptional	Boar Prime Stock	4
Neo	B8	Exceptional	Dakra Prime Blueprint	13
Neo	B8	Exceptional	Forma Blueprint	23.33
Neo	B8	Exceptional	Frost Prime Chassis Blueprint	23.33
Neo	B8	Exceptional	Latron Prime Receiver	13
Neo	B8	Exceptional	Vasto Prime Receiver	23.33
Neo	B8	Flawless	Boar Prime Stock	6
Neo	B8	Flawless	Dakra Prime Blueprint	17
Neo	B8	Flawless	Forma Blueprint	20
Neo	B8	Flawless	Frost Prime Chassis Blueprint	20
Neo	B8	Flawless	Latron Prime Receiver	17
Neo	B8	Flawless	Vasto Prime Receiver	20
Neo	B8	Intact	Boar Prime Stock	2
Neo	B8	Intact	Dakra Prime Blueprint	11
Neo	B8	Intact	Forma Blueprint	25.33
Neo	B8	Intact	Frost Prime Chassis Blueprint	25.33
Neo	B8	Intact	Latron Prime Receiver	11
Neo	B8	Intact	Vasto Prime Receiver	25.33
Neo	B8	Radiant	Boar Prime Stock	10
Neo	B8	Radiant	Dakra Prime Blueprint	20
